table_name,column_name,database_type,base_type,comment,is_pk,pk_confidence,pk_reason,is_fk,fk_targets,join_peers,join_dict,join_warning
DLVSTDESC,anesdose,varchar,type/Text,ขนาดยาที่ใช้ในการดมยา,0,,,0,,,[],
DLVSTDESC,dlanestht2,numeric,type/Decimal,รหัสข้อมูลการดมยา2,0,,,0,,,[],
DLVSTDESC,dlanestht2oth,varchar,type/Text,อื่นๆ ระบุข้อมูลการดมยา2,0,,,0,,,[],
DLVSTDESC,anesdose2,varchar,type/Text,ขนาดยาที่ใช้ในการดมยา2,0,,,0,,,[],
DLVSTDESC,anestype2,numeric,type/Decimal,"ประเภทผู้วางยาสลบ (คนที่2) (1 = แพทย์,4 = อื่นๆ)",0,,,0,,,[],
DLVSTDESC,anesstaff,numeric,type/Decimal,รหัสแพทย์ผู้วางยาสลบ anestype2 (1=แพทย์),0,,,0,,,[],
DLVSTDESC,anesother2,varchar,type/Text,ผู้วางยาสลบ 2 ประเภทอื่นๆ (anestype2 4=อื่นๆ),0,,,0,,,[],
DLVSTDESC,anesdct,numeric,type/Decimal,รหัสแพทย์ผู้วางยาสลบ,0,,,0,,,[],
DLVSTDESC,oxytocicdrg,varchar,type/Text,การให้ยาเร่งการบีบตัวของมดลูก,0,,,0,,,[],
DLVSTDESC,dlbytype,numeric,type/Decimal,ประเภทผู้ทำคลอด (1 - แพทย์ 2 - พยาบาล 3 - นิสิตแพทย์เวชปฏิบัติ (extern) 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล 6 - อื่นๆ),0,,,0,,,[],
DLVSTDESC,dlbystaff,numeric,type/Decimal,"รหัสแพทย์/พยาบาลผู้ทำคลอด (dlbytype = 1, 3 --> doctor , 2 --> nurse ",0,,,0,,,[],
DLVSTDESC,dlbyother,varchar,type/Text,"ผู้ทำคลอดประเภทอื่นๆ (dlbytype in ( 4 , 5 , 6)",0,,,0,,,[],
DLVSTDESC,dlasstype,numeric,type/Decimal,ประเภทผู้ช่วยทำคลอดคนที่ 1(1 - แพทย์ 2 - พยาบาล 3 - นิสิติแพทย์เวชปฏิบัติ 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล 6 - อาจารย์พยาบาล,0,,,0,,,[],
DLVSTDESC,dlassstaff,numeric,type/Decimal,"รหัสแพทย์/พยาบาลผู้ช่วยทำคลอดคนที่ 1(dlasstype = 1, 3 --> doctor , 2 --> nurse)",0,,,0,,,[],
DLVSTDESC,dlassother,varchar,type/Text,"ผู้ช่วยทำคลอดคนที่ 1 ประเภทอื่นๆ dlasstype in ( 4 , 5 , 6 )",0,,,0,,,[],
DLVSTDESC,dlasstype2,numeric,type/Decimal,ประเภทผู้ช่วยทำคลอดคนที่ 2(1 - แพทย์ 2 - พยาบาล 3 - นิสิตแพทย์เวชปฏิบัติ (extern) 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล 6 - อาจารย์พยาบาล),0,,,0,,,[],
DLVSTDESC,dlassstaff2,numeric,type/Decimal,"รหัสแพทย์/พยาบาลผู้ช่วยทำคลอดคนที่ 2 (dlasstype2 in (1,2))",0,,,0,,,[],
DLVSTDESC,dlassother2,varchar,type/Text,ผู้ช่วยทำคลอดคนที่ 2 ประเภทอื่นๆ,0,,,0,,,[],
DLVSTDESC,complctn,varchar,type/Text,รหัสโรคแทรกที่ 1 (icd10),0,,,0,,,[],
DLVSTDESC,complctnseq,numeric,type/Decimal,ลำดับรหัสโรคแทรกที่ 1 (icd10.diagseq),0,,,0,,,[],
DLVSTDESC,complctn2,varchar,type/Text,รหัสโรคแทรกที่ 2 (icd10),0,,,0,,,[],
DLVSTDESC,complctnseq2,numeric,type/Decimal,ลำดับรหัสโรคแทรกที่ 2 (icd10.diagseq),0,,,0,,,[],
DLVSTDESC,complctn3,varchar,type/Text,รหัสโรคแทรกที่ 3 (icd10),0,,,0,,,[],
DLVSTDESC,complctnseq3,numeric,type/Decimal,ลำดับรหัสโรคแทรกที่ 3 (icd10.diagseq),0,,,0,,,[],
DLVSTDESC,lacertn,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด  (1, 2, 3, 4, 5=None)",0,,,0,,,[],
DLVSTDESC,mucosa,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด (Mucosa) (เลือก=1, ไม่เลือก=null)",0,,,0,,,[],
DLVSTDESC,fornix,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด (Fornix) (เลือก=1, ไม่เลือก=null)",0,,,0,,,[],
DLVSTDESC,cervix,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด (Cervix) (เลือก=1, ไม่เลือก=null)",0,,,0,,,[],
DLVSTDESC,epistm,numeric,type/Decimal,"ประเภทการของตัด (1= N - None,2= M - Median, 3= R - Right Mediolateral , 4= L - left Mediolateral ) ",0,,,0,,,[],
DLVSTDESC,mthdrp,numeric,type/Decimal,"วิธีการเย็บแผล  1= N - None,2= I - Interrupted,3= S - Subcuticular",0,,,0,,,[],
DLVSTDESC,repairby,numeric,type/Decimal,"ประเภทผู้ทำการเย็บแผล(1 - แพทย์,2 - พยาบาล,3 - นิสิตแพทย์เวชปฏิบัติ,4 - นิสิตแพทย์,5 - นักศึกษาพยาบาล)",0,,,0,,,[],
DLVSTDESC,repairstf,numeric,type/Decimal,"รหัสแพทย์/พยาบาลที่ทำการเย็บแผล (repairby = 1, 3 --> doctor, 2 --> nurse)",0,,,0,,,[],
DLVSTDESC,repairoth,varchar,type/Text,"ผู้ทำการเย็บแผลประเภทอื่นๆ repairby in ( 4 , 5 )",0,,,0,,,[],
DLVSTDESC,asstntby,numeric,type/Decimal,ประเภทผู้ช่วยทำการเย็บแผล (1 - แพทย์ 2 - พยาบาล 3 - นิสิตแพทย์เวชปฏิบัติ 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล),0,,,0,,,[],
DLVSTDESC,asstntstf,numeric,type/Decimal,"รหัสแพทย์/พยาบาล ผู้ช่วยที่ทำการเย็บแผล (asstntby = 1, 3 --> doctor, 2 --> nurse)",0,,,0,,,[],
DLVSTDESC,assntoth,varchar,type/Text,"ผู้ช่วยทำการเย็บแผลประเภทอื่นๆ asstntby in ( 4 , 5 )",0,,,0,,,[],
DLVSTDESC,dctinchrg,numeric,type/Decimal,รหัสแพทย์ Incharge,0,,,0,,,[],
DLVSTDESC,plcntdl,numeric,type/Decimal,"ประเภทการคลอดของรก (1= S - Spontaneous Delivery,2= M - Manual Removal)",0,,,0,,,[],
DLVSTDESC,rmvlby,varchar,type/Text,ผู้ที่ทำ Manual Removal,0,,,0,,,[],
DLVSTDESC,gossapp,numeric,type/Decimal,"ความปกติของรกและเนื้อเยื่อ (1= Y - ปกติ (Normal),2= N - ไม่ปกติ (Abnormal)",0,,,0,,,[],
DLVSTDESC,gossrem,varchar,type/Text,สาเหตุที่รกผิดปกติ,0,,,0,,,[],
DLVSTDESC,plcntweight,numeric,type/Decimal,น้ำหนักของรกและเนื้อเยื่อ (หน่วยเป็น gms.),0,,,0,,,[],
DLVSTDESC,gosscmp,numeric,type/Decimal,"รกและเนื้อเยื่อที่คลอดออกมาครบ (1= Y - ครบ (Complete),2= N - ไม่ครบ (Incomplete)) ",0,,,0,,,[],
DLVSTDESC,cordlength,numeric,type/Decimal,ความยาวของสายสะดือ (หน่วยเป็น cm.),0,,,0,,,[],
DLVSTDESC,abplcntcord,varchar,type/Text,ความผิดปกติของรกและสายสะดือ,0,,,0,,,[],
DLVSTDESC,dlnuchlcrd,numeric,type/Decimal,รหัสความผิดปกติของสายสะดือพันรอบคอ,0,,,0,,,[],
DLVSTDESC,postptmtype,numeric,type/Decimal,"สภาพร่างกายของผู้คลอดหลังคลอด (1= Y - เป็นปกติ (Normal),2= N - ไม่ปกติ (Abnormal))",0,,,0,,,[],
DLVSTDESC,postptmab,varchar,type/Text,รายละเอียดสภาพร่างกายที่ไม่ปกติ,0,,,0,,,[],
DLVSTDESC,estbldloss,numeric,type/Decimal,ปริมาณโลหิตตกที่คะเนได้ (หน่วยเป็น ml),0,,,0,,,[],
DLVSTDESC,sbp,numeric,type/Decimal,ค่าความดันสูงของมารดา (หน่วยเป็น mm.),0,,,0,,,[],
DLVSTDESC,dbp,numeric,type/Decimal,ค่าความดันต่ำของมารดา (หน่วยเป็น mm.),0,,,0,,,[],
DLVSTDESC,pr,numeric,type/Decimal,อัตราการเดินของชีพจร(ครั้ง/นาที),0,,,0,,,[],
DLVSTDESC,remarktreat,varchar,type/Text,หมายเหตุหรือการให้การรักษา,0,,,0,,,[],
DLVSTEXT,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,0,,,1,DLVST.dlvstreqno(medium:DLVST),DLVST.dlvstreqno,"[{""dir"": ""out"", ""to_table"": ""DLVST"", ""to_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}]",
DLVSTEXT,dlvstrecdate,timestamp,type/DateTime,วันที่รับผู้ป่วยเข้าห้องแรกคลอด,0,,,0,,,[],
DLVSTEXT,dlvstrectime,numeric,type/Decimal,เวลาที่รับผู้ป่วยเข้าห้องแรกคลอด,0,,,0,,,[],
DLVSTEXT,hn,varchar,type/Text,เลขที่ผู้ป่วยนอก,0,,,1,PT.hn(high:universal),PT.hn,"[{""dir"": ""out"", ""to_table"": ""PT"", ""to_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
DLVSTEXT,an,varchar,type/Text,เลขที่ผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
DLVSTEXT,ward,numeric,type/Decimal,รหัสหอผู้ป่วย,0,,,1,WARD.ward(high:table match),WARD.ward,"[{""dir"": ""out"", ""to_table"": ""WARD"", ""to_column"": ""ward"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTEXT,room,varchar,type/Text,ห้อง,0,,,0,,,[],
DLVSTEXT,bedno,varchar,type/Text,เตียง,0,,,0,,,[],
DLVSTEXT,ptnttype,numeric,type/Decimal,"ประเภทผู้ป่วย(1=Private,2=Service)",0,,,0,,,[],
DLVSTEXT,dctprvt,numeric,type/Decimal,รหัสแพทย์ Private,0,,,0,,,[],
DLVSTEXT,oldlname,varchar,type/Text,นามสกุลเดิมของผู้ป่วย,0,,,0,,,[],
DLVSTEXT,curlname,numeric,type/Decimal,"ปัจจุบันผู้ป่วยใช้นามสกุล (1=สามี, 2=นามสกุลเดิม)",0,,,0,,,[],
DLVSTEXT,mrtlst,numeric,type/Decimal,รหัสสถานะสมรส,0,,,0,,,[],
DLVSTEXT,mrrge,numeric,type/Decimal,"ผู้ป่วยมีการจดทะเบียนสมรส(1=จดทะเบียน,2=ไม่จดทะเบียน)",0,,,0,,,[],
DLVSTEXT,uselname,numeric,type/Decimal,"บุตรใช้นามสกุล(1= บิดา, 2=มารดา)",0,,,0,,,[],
DLVSTEXT,mntnltyoth,varchar,type/Text,สัญชาติของมารดา(กรณีอื่นๆ) ระบุ,0,,,0,,,[],
DLVSTEXT,hpname,numeric,type/Decimal,รหัสคำนำหน้าชื่อของสามี(ตามบัตร),0,,,0,,,[],
DLVSTEXT,hcpname,numeric,type/Decimal,รหัสคำนำหน้าชื่อของสามี,0,,,0,,,[],
DLVSTEXT,hsbname,varchar,type/Text,ชื่อของสามี,0,,,0,,,[],
DLVSTEXT,hsbsname,varchar,type/Text,นามสกุลของสามี,0,,,0,,,[],
DLVSTEXT,hsbage,numeric,type/Decimal,อายุสามี(ปี),0,,,0,,,[],
DLVSTEXT,hsbntnlty,numeric,type/Decimal,รหัสสัญชาติของสามี,0,,,0,,,[],
DLVSTEXT,hsbntnltyoth,varchar,type/Text,สัญชาติของสามี (กรณีอื่นๆ) ระบุ,0,,,0,,,[],
DLVSTEXT,hbdldoctype,numeric,type/Decimal,รหัสประเภทหลักฐานที่นำมา,0,,,0,,,[],
DLVSTEXT,hsbptdocnum,varchar,type/Text,เลขที่ของหลักฐานที่นำมาแสดง,0,,,0,,,[],
DLVSTEXT,hsbdocoth,varchar,type/Text,รายละเอียดของหลักฐาน,0,,,0,,,[],
DLVSTEXT,grvdty,numeric,type/Decimal,จำนวนครรภ์ทั้งหมด,0,,,0,,,[],
DLVSTEXT,parity,numeric,type/Decimal,จำนวนครรภ์ที่คลอด,0,,,0,,,[],
DLVSTEXT,parity2,numeric,type/Decimal,จำนวนครรภ์ที่คลอด2,0,,,0,,,[],
DLVSTEXT,parity3,numeric,type/Decimal,จำนวนครรภ์ที่คลอด3,0,,,0,,,[],
DLVSTEXT,parity4,numeric,type/Decimal,จำนวนครรภ์ที่คลอด4,0,,,0,,,[],
DLVSTEXT,abrtn,numeric,type/Decimal,จำนวนครรภ์ที่แท้ง,0,,,0,,,[],
DLVSTEXT,abrtnflag,numeric,type/Decimal,"การแท้ง (1=Yes,2=NO)",0,,,0,,,[],
DLVSTEXT,curttflag,numeric,type/Decimal,"การขูดมดลูก (1=Yes,2=NO)",0,,,0,,,[],
DLVSTEXT,ancflag,numeric,type/Decimal,"การฝากครรภ์ (1=YES,2=NO)",0,,,0,,,[],
DLVSTEXT,ancplace,numeric,type/Decimal,รหัสสถานที่ที่ฝากครรภ์,0,,,1,ANCPLACE.ancplace(high:table match),ANCPLACE.ancplace,"[{""dir"": ""out"", ""to_table"": ""ANCPLACE"", ""to_column"": ""ancplace"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTEXT,ancplace2,numeric,type/Decimal,รหัสสถานที่ที่ฝากครรภ์แห่งที่2,0,,,0,,,[],
DLVSTEXT,noattend,numeric,type/Decimal,จำนวนครั้งที่ฝากครรภ์,0,,,0,,,[],
DLVSTEXT,noattend2,numeric,type/Decimal,จำนวนครั้งที่ฝากครรภ์แห่งที่2,0,,,0,,,[],
DLVSTEXT,lmpdate,timestamp,type/DateTime,วันที่มีประจำเดือนครั้งสุดท้าย,0,,,0,,,[],
DLVSTEXT,edcdate,timestamp,type/DateTime,วันกำหนดคลอด,0,,,0,,,[],
DLVSTEXT,gsttnage,numeric,type/Decimal,อายุของครรภ์(สัปดาห์),0,,,0,,,[],
DLVSTEXT,gsttnday,numeric,type/Decimal,อายุของครรภ์(วัน),0,,,0,,,[],
DLVSTEXT,labflag,numeric,type/Decimal,"ผล LAB นอก รพ.(NULL=ไม่เลือก,1=เลือก)",0,,,0,,,[],
DLVSTEXT,tkdatebldg,timestamp,type/DateTime,วันที่ตรวจ Blood Group,0,,,0,,,[],
DLVSTEXT,bldtest,numeric,type/Decimal,รหัสผลการตรวจกรุ๊ปเลือด,0,,,0,,,[],
DLVSTEXT,rhtest,numeric,type/Decimal,รหัสผลการตรวจ Rh,0,,,1,RHTEST.rhtest(high:table match),RHTEST.rhtest,"[{""dir"": ""out"", ""to_table"": ""RHTEST"", ""to_column"": ""rhtest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTEXT,tkdatehbsag,timestamp,type/DateTime,วันที่ตรวจ HbsAg,0,,,0,,,[],
DLVSTEXT,hbsagtest,numeric,type/Decimal,รหัสผลการตรวจ Hbsag,0,,,0,,,[],
DLVSTEXT,tkdatevdrl,timestamp,type/DateTime,วันที่ตรวจ VDRL,0,,,0,,,[],
DLVSTEXT,vdrltest,numeric,type/Decimal,รหัสผลการตรวจ VDRL,0,,,0,,,[],
DLVSTEXT,tkdatetpha,timestamp,type/DateTime,วันที่ตรวจ TPHA,0,,,0,,,[],
DLVSTEXT,tphatest,numeric,type/Decimal,รหัสผลการตรวจ TPHA,0,,,1,TPHATEST.tphatest(high:table match),TPHATEST.tphatest,"[{""dir"": ""out"", ""to_table"": ""TPHATEST"", ""to_column"": ""tphatest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTEXT,hivtest,numeric,type/Decimal,รหัสผลการตรวจHIV,0,,,1,HIVTEST.hivtest(high:table match),HIVTEST.hivtest,"[{""dir"": ""out"", ""to_table"": ""HIVTEST"", ""to_column"": ""hivtest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTEXT,tkdatehct,timestamp,type/DateTime,วันที่ตรวจความเข้มข้นของเลือด,0,,,0,,,[],
DLVSTEXT,hcttest,numeric,type/Decimal,ความเข้มข้นของเลือด(%),0,,,0,,,[],
DLVSTEXT,tkdatecmia,timestamp,type/DateTime,วันที่ตรวจ CMIA,0,,,0,,,[],
DLVSTEXT,cmiatest,varchar,type/Text,รหัสผลการตรวจ CMIA,0,,,1,CMIATEST.cmiatest(high:table match),CMIATEST.cmiatest,"[{""dir"": ""out"", ""to_table"": ""CMIATEST"", ""to_column"": ""cmiatest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
